[DEBUG] 2023-10-27 21:43:38.411 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2023-10-27 21:43:38.413 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2023-10-27 21:43:38.417 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2023-10-27 21:43:38.491 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2023-10-27 21:43:38.492 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2023-10-27 21:43:38.680 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2023-10-27 21:43:38.681 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2023-10-27 21:43:38.686 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2023-10-27 21:43:38.910 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2023-10-27 21:43:38.931 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2023-10-27 21:43:38.932 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2023-10-27 21:48:27.587 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@7808fb9
[DEBUG] 2023-10-27 21:48:27.587 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@6e6fce47
[DEBUG] 2023-10-27 21:48:27.588 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@1a5b8489
[DEBUG] 2023-10-27 21:48:27.588 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@7c211fd0
[DEBUG] 2023-10-27 21:48:27.588 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@7c211fd0
[DEBUG] 2023-10-27 21:48:27.589 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@67ec8477
[DEBUG] 2023-10-27 21:48:27.589 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@67ec8477
[DEBUG] 2023-10-27 21:48:27.592 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@4bdcaf36
[DEBUG] 2023-10-27 21:48:27.592 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@4bdcaf36
[DEBUG] 2023-10-27 21:48:27.593 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@5d39f2d8
[DEBUG] 2023-10-27 21:48:27.593 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@5d39f2d8
[DEBUG] 2023-10-27 21:48:27.594 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@71c905a3
[DEBUG] 2023-10-27 21:48:27.594 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@71c905a3
[DEBUG] 2023-10-27 21:48:27.595 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@4bff2185
[DEBUG] 2023-10-27 21:48:27.595 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@4bff2185
[DEBUG] 2023-10-27 21:48:27.596 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@458544e0
[DEBUG] 2023-10-27 21:48:27.596 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@458544e0
[DEBUG] 2023-10-27 21:48:27.597 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@47b2e9e1
[DEBUG] 2023-10-27 21:48:27.598 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@47b2e9e1
[DEBUG] 2023-10-27 21:48:27.599 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@25b865b5
[DEBUG] 2023-10-27 21:48:27.599 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@25b865b5
[DEBUG] 2023-10-27 21:48:27.600 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@4f20a5e0
[DEBUG] 2023-10-27 21:48:27.600 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@4f20a5e0
[DEBUG] 2023-10-27 21:48:27.601 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@1917d90f
[DEBUG] 2023-10-27 21:48:27.601 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@1917d90f
[DEBUG] 2023-10-27 21:48:27.602 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@5486887b
[DEBUG] 2023-10-27 21:48:27.602 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@5486887b
[DEBUG] 2023-10-27 21:48:27.602 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@5486887b
[DEBUG] 2023-10-27 21:48:27.604 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@783ec989
[DEBUG] 2023-10-27 21:48:27.604 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@68809cc7
[DEBUG] 2023-10-27 21:48:27.604 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@68809cc7
[DEBUG] 2023-10-27 21:48:27.605 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@68809cc7
[DEBUG] 2023-10-27 21:48:27.605 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@512d4583
[DEBUG] 2023-10-27 21:48:27.606 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@64f555e7
[DEBUG] 2023-10-27 21:48:27.606 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@64f555e7
[DEBUG] 2023-10-27 21:48:27.607 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@2687f956
[DEBUG] 2023-10-27 21:48:27.607 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@2687f956
[DEBUG] 2023-10-27 21:48:27.607 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@10ec523c
[DEBUG] 2023-10-27 21:48:27.608 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@10ec523c
[DEBUG] 2023-10-27 21:48:27.608 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@1e63d216
[DEBUG] 2023-10-27 21:48:27.608 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@1e63d216
[DEBUG] 2023-10-27 21:48:27.609 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@4e38d975
[DEBUG] 2023-10-27 21:48:27.609 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@4e38d975
[DEBUG] 2023-10-27 21:48:27.609 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@63e5e5b4
[DEBUG] 2023-10-27 21:48:27.610 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@31e32ea2
[DEBUG] 2023-10-27 21:48:27.610 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@31e32ea2
[DEBUG] 2023-10-27 21:48:27.610 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@31e32ea2
[DEBUG] 2023-10-27 21:48:27.611 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@6075b2d3
[DEBUG] 2023-10-27 21:48:27.611 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@6075b2d3
[DEBUG] 2023-10-27 21:48:27.611 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@6075b2d3
[DEBUG] 2023-10-27 21:48:27.612 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@5560bcdf
[DEBUG] 2023-10-27 21:48:27.613 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@27aae97b
[DEBUG] 2023-10-27 21:48:27.613 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@5dc3fcb7
[DEBUG] 2023-10-27 21:48:27.613 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@5dc3fcb7
[DEBUG] 2023-10-27 21:48:27.613 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@5dc3fcb7
[DEBUG] 2023-10-27 21:48:27.614 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@6ff37443
[DEBUG] 2023-10-27 21:48:27.614 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@6ff37443
[DEBUG] 2023-10-27 21:48:27.614 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@6ff37443
[DEBUG] 2023-10-27 21:48:27.615 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@76b224cd
[DEBUG] 2023-10-27 21:48:27.615 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@304a3655
[DEBUG] 2023-10-27 21:48:27.616 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@6b63d445
[DEBUG] 2023-10-27 21:48:27.616 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@6b63d445
[DEBUG] 2023-10-27 21:48:27.617 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@23ee75c5
[DEBUG] 2023-10-27 21:48:27.618 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@5bfc257
[DEBUG] 2023-10-27 21:48:27.618 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@5bfc257
[DEBUG] 2023-10-27 21:48:27.619 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@7e46d648
[DEBUG] 2023-10-27 21:48:27.619 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@7e46d648
[DEBUG] 2023-10-27 21:48:27.620 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@38548b19
[DEBUG] 2023-10-27 21:48:27.620 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@1bcb79c2
[DEBUG] 2023-10-27 21:48:27.621 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@41f35f7c
[DEBUG] 2023-10-27 21:48:27.623 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@4a29f290
[DEBUG] 2023-10-27 21:48:27.623 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@4a29f290
[DEBUG] 2023-10-27 21:48:27.624 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@417d6615
[DEBUG] 2023-10-27 21:48:27.624 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@7a6ebe1e
[DEBUG] 2023-10-27 21:48:27.624 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@21325036
[DEBUG] 2023-10-27 21:48:27.624 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@489543a6
[DEBUG] 2023-10-27 21:48:27.624 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@6272c96f
[DEBUG] 2023-10-27 21:48:27.624 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@6de30571
[DEBUG] 2023-10-27 21:48:27.624 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@5ee34b1b
[DEBUG] 2023-10-27 21:48:27.625 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@3c89bb12
[DEBUG] 2023-10-27 21:48:27.650 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2023-10-27 21:48:27.651 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2023-10-27 21:48:27.652 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2023-10-27 21:48:27.652 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2023-10-27 21:48:27.652 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2023-10-27 21:48:27.653 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2023-10-27 21:48:27.653 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2023-10-27 21:48:27.655 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2023-10-27 21:48:27.655 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2023-10-27 21:48:27.656 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2023-10-27 21:48:27.656 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2023-10-27 21:48:27.657 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2023-10-27 21:48:27.657 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2023-10-27 21:48:27.658 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2023-10-27 21:48:27.662 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/sak_stories
[INFO ] 2023-10-27 21:48:27.662 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2023-10-27 21:48:27.662 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2023-10-27 21:48:27.771 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2023-10-27 21:48:28.194 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.1.0
      major : 8
      minor : 1
[DEBUG] 2023-10-27 21:48:28.194 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2023-10-27 21:48:28.194 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2023-10-27 21:48:28.218 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2023-10-27 21:48:28.235 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2023-10-27 21:48:28.258 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [LOWER]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2023-10-27 21:48:28.291 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2023-10-27 21:48:28.295 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@72725ee1] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@40e60ece]
[DEBUG] 2023-10-27 21:48:28.342 [main] AnnotationBinder - Binding entity from annotated class: entity.User
[DEBUG] 2023-10-27 21:48:28.365 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2023-10-27 21:48:28.371 [main] EntityBinder - Import with entity name Users
[DEBUG] 2023-10-27 21:48:28.373 [main] EntityBinder - Bind entity entity.User on table users
[DEBUG] 2023-10-27 21:48:28.391 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=user_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:48:28.395 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2023-10-27 21:48:28.397 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:id]
[DEBUG] 2023-10-27 21:48:28.400 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2023-10-27 21:48:28.401 [main] PropertyBinder - Building property id
[DEBUG] 2023-10-27 21:48:28.405 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(user_id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2023-10-27 21:48:28.408 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=bio, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:48:28.408 [main] PropertyBinder - MetadataSourceProcessor property bio with lazy=false
[DEBUG] 2023-10-27 21:48:28.408 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:bio]
[DEBUG] 2023-10-27 21:48:28.408 [main] SimpleValueBinder - building SimpleValue for bio
[DEBUG] 2023-10-27 21:48:28.409 [main] PropertyBinder - Building property bio
[DEBUG] 2023-10-27 21:48:28.409 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=display_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:48:28.409 [main] PropertyBinder - MetadataSourceProcessor property displayName with lazy=false
[DEBUG] 2023-10-27 21:48:28.409 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:displayName]
[DEBUG] 2023-10-27 21:48:28.409 [main] SimpleValueBinder - building SimpleValue for displayName
[DEBUG] 2023-10-27 21:48:28.410 [main] PropertyBinder - Building property displayName
[DEBUG] 2023-10-27 21:48:28.410 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=email, insertable=true, updatable=true, unique=true}
[DEBUG] 2023-10-27 21:48:28.410 [main] PropertyBinder - MetadataSourceProcessor property email with lazy=false
[DEBUG] 2023-10-27 21:48:28.410 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:email]
[DEBUG] 2023-10-27 21:48:28.410 [main] SimpleValueBinder - building SimpleValue for email
[DEBUG] 2023-10-27 21:48:28.410 [main] PropertyBinder - Building property email
[DEBUG] 2023-10-27 21:48:28.410 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=firstName, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:48:28.410 [main] PropertyBinder - MetadataSourceProcessor property firstName with lazy=false
[DEBUG] 2023-10-27 21:48:28.410 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:firstName]
[DEBUG] 2023-10-27 21:48:28.411 [main] SimpleValueBinder - building SimpleValue for firstName
[DEBUG] 2023-10-27 21:48:28.411 [main] PropertyBinder - Building property firstName
[DEBUG] 2023-10-27 21:48:28.411 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=lastName, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:48:28.411 [main] PropertyBinder - MetadataSourceProcessor property lastName with lazy=false
[DEBUG] 2023-10-27 21:48:28.411 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:lastName]
[DEBUG] 2023-10-27 21:48:28.411 [main] SimpleValueBinder - building SimpleValue for lastName
[DEBUG] 2023-10-27 21:48:28.411 [main] PropertyBinder - Building property lastName
[DEBUG] 2023-10-27 21:48:28.411 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=password, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:48:28.411 [main] PropertyBinder - MetadataSourceProcessor property password with lazy=false
[DEBUG] 2023-10-27 21:48:28.411 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:password]
[DEBUG] 2023-10-27 21:48:28.412 [main] SimpleValueBinder - building SimpleValue for password
[DEBUG] 2023-10-27 21:48:28.412 [main] PropertyBinder - Building property password
[DEBUG] 2023-10-27 21:48:28.412 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=profile_picture, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:48:28.412 [main] PropertyBinder - MetadataSourceProcessor property profilePicture with lazy=false
[DEBUG] 2023-10-27 21:48:28.412 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:profilePicture]
[DEBUG] 2023-10-27 21:48:28.412 [main] SimpleValueBinder - building SimpleValue for profilePicture
[DEBUG] 2023-10-27 21:48:28.412 [main] PropertyBinder - Building property profilePicture
[DEBUG] 2023-10-27 21:48:28.412 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=userName, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:48:28.413 [main] PropertyBinder - MetadataSourceProcessor property userName with lazy=false
[DEBUG] 2023-10-27 21:48:28.413 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:userName]
[DEBUG] 2023-10-27 21:48:28.413 [main] SimpleValueBinder - building SimpleValue for userName
[DEBUG] 2023-10-27 21:48:28.413 [main] PropertyBinder - Building property userName
[DEBUG] 2023-10-27 21:48:28.416 [main] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2023-10-27 21:48:28.416 [main] SimpleValueBinder - Starting fillSimpleValue for bio
[DEBUG] 2023-10-27 21:48:28.416 [main] SimpleValueBinder - Starting fillSimpleValue for displayName
[DEBUG] 2023-10-27 21:48:28.416 [main] SimpleValueBinder - Starting fillSimpleValue for email
[DEBUG] 2023-10-27 21:48:28.416 [main] SimpleValueBinder - Starting fillSimpleValue for firstName
[DEBUG] 2023-10-27 21:48:28.416 [main] SimpleValueBinder - Starting fillSimpleValue for lastName
[DEBUG] 2023-10-27 21:48:28.416 [main] SimpleValueBinder - Starting fillSimpleValue for password
[DEBUG] 2023-10-27 21:48:28.416 [main] SimpleValueBinder - Starting fillSimpleValue for profilePicture
[DEBUG] 2023-10-27 21:48:28.416 [main] SimpleValueBinder - Starting fillSimpleValue for userName
[DEBUG] 2023-10-27 21:48:28.418 [main] PrimaryKey - Forcing column [user_id] to be non-null as it is part of the primary key for table [users]
[DEBUG] 2023-10-27 21:48:28.449 [main] SessionFactoryImpl - Building session factory
[DEBUG] 2023-10-27 21:48:28.450 [main] Settings - SessionFactory name : null
[DEBUG] 2023-10-27 21:48:28.450 [main] Settings - Automatic flush during beforeCompletion(): enabled
[DEBUG] 2023-10-27 21:48:28.450 [main] Settings - Automatic session close at end of transaction: disabled
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Statistics: disabled
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Deleted entity synthetic identifier rollback: disabled
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Default entity-mode: pojo
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Allow initialization of lazy state outside session : disabled
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Using BatchFetchStyle : LEGACY
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Default batch fetch size: -1
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Maximum outer join fetch depth: 2
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Default null ordering: NONE
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Order SQL updates by primary key: disabled
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Order SQL inserts for batching: disabled
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - multi-tenancy strategy : NONE
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - JTA Track by Thread: enabled
[DEBUG] 2023-10-27 21:48:28.451 [main] Settings - Query language substitutions: {}
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - Named query checking : enabled
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - Second-level cache: disabled
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - Second-level query cache: disabled
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - Second-level query cache factory: null
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - Second-level cache region prefix: null
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - Optimize second-level cache for minimal puts: disabled
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - Structured second-level cache entries: disabled
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - Second-level cache direct-reference entries: disabled
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - Automatic eviction of collection cache: disabled
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - JDBC batch size: 15
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - JDBC batch updates for versioned data: enabled
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - Scrollable result sets: enabled
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - Wrap result sets: disabled
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - JDBC3 getGeneratedKeys(): enabled
[DEBUG] 2023-10-27 21:48:28.452 [main] Settings - JDBC result set fetch size: null
